,identifier,Alignment ID,Average Mz,Average Rt(min),duplicate_flag,adduct_flag,isotope_flag,isotope_phr,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,SA1,SA2,SA3,SA4,SA5,SB1,SB2,SB3,SB4,SB5
21981,31.92_348.29,10178,348.2887,31.917,Match #1602: Possible duplicate of 31.87_348.29 (0.0%),,,,Unknown,[M+Na]+,adduct linked to 8936_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,141.44,SB3,348.28873:8307558 349.29208:1953865 350.29544:538587,,4536921.5,3345922.2,4490231.5,4510430.0,2736625.8,5945317.5,5180365.5,8307558.5,6565933.0,5517051.0
21982,31.92_559.52,19777,559.5191,31.917,Match #2844: Possible duplicate of 31.89_559.52 (0.0%),,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,7.89,SA4,559.5191:1925276 560.52245:844607 561.52581:105539,,592807.3,636140.8,552226.7,1925275.8,827343.5,82618.74,47671.41,62185.84,76212.4,82767.89
21983,31.92_326.31,8936,326.3055,31.917,Match #1431: Possible duplicate of 31.87_326.31 (0.0%),,,,Unknown,[M+H]+,adduct linked to 10178_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,617.19,SB3,326.30548:41893132 327.30883:8728143 328.31219:962878,,24845564.0,19590438.0,22478024.0,24286386.0,14401608.0,35174452.0,29266036.0,41893132.0,33556488.0,25876274.0
21984,31.92_414.24,13568,414.2403,31.918,,,,,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,18.85,SA5,414.24026:1139904 415.24361:452192 416.24697:98700,,980415.06,1533146.8,1065721.6,1103752.0,1139903.8,1239551.6,958906.44,1057474.5,1009546.3,1033944.3
21985,31.92_308.30,7891,308.2956,31.918,Match #1279: Possible duplicate of 31.87_308.29 (0.0%),,,,Unknown,[M+NH4]+,adduct linked to 6942_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,207.91,SB3,308.29562:11042738 309.29897:2239289 310.30233:126250,,6647812.0,5203812.0,6061853.0,6594574.0,3951529.5,9514512.0,8087171.5,11042738.0,8889777.0,6818394.5
21986,31.92_393.35,12509,393.3476,31.919,,Match #111: M-H] -> [M+Cl] (31.93_429.32) w/ R^2 = 0.000,,,Unknown,[M+H]+,similar chromatogram in higher mz_15857,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,7.8,SA1,393.3476:335689 394.35095:2802638 395.35431:389159,,335689.03,55098.32,67349.9,36725.84,89554.93,81679.98,30405.69,121550.35,119366.68,187533.14
21987,31.92_492.18,17329,492.1835,31.919,,,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,7.3,SB2,492.1835:1166603 493.18685:160366 494.19021:438358,,310771.38,477738.12,366572.72,314005.2,436998.53,1414280.5,1166603.0,551336.9,376653.16,340297.25
21988,31.92_604.44,20982,604.4434,31.919,Match #2954: Possible duplicate of 31.87_604.44 (0.0%),,,,Unknown,[M+H]+,,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,12.44,SA2,604.44342:545742 605.44677:174614 606.45013:76258,,510981.0,545741.5,368092.0,390614.72,362850.06,232365.11,224876.03,108886.68,134765.66,276030.22
21989,31.92_276.18,6045,276.1751,31.919,,Match #047,,,Unknown,[M+H]+,,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,14.85,SB1,276.17514:521114 277.17849:98072 278.18185:4385284,,511406.12,388497.66,468917.75,452669.66,292872.72,521114.22,417277.28,238436.22,363521.25,451459.38
21990,31.92_342.34,9876,342.3367,31.919,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,41.62,SB1,342.33667:931084 343.34002:153431 344.34338:194766,,793204.75,708140.9,659440.3,688815.06,723325.1,931084.4,693341.94,756583.56,811310.8,818715.4
21991,31.92_392.26,12445,392.2590,31.920,,,Match #1032,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,1281.65,SA2,392.259:49564424 393.26235:14974043 394.26571:2150127,,42013604.0,49564424.0,42627472.0,42069748.0,43573552.0,45069348.0,41433692.0,42221600.0,43648516.0,40398116.0
21992,31.92_324.33,8823,324.3276,31.920,,,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,15.61,SA1,324.32761:449390 325.33096:0 326.33432:212589,,449390.12,350454.3,302200.9,289440.75,387367.53,423260.47,338564.12,427642.78,351925.2,437244.62
21993,31.92_489.32,17213,489.3212,31.921,,,,,Unknown,[M+H]+,adduct linked to 18121_[M+Na]+,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,12.98,SA2,489.3212:659031 490.32455:102252 491.32791:28994,,542793.7,659030.75,409426.9,436766.5,453281.25,432272.94,158957.92,309500.28,181429.8,250829.3
21994,31.92_324.25,8804,324.2540,31.921,,,,,Unknown,[M+H]+,,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,10.43,SB5,324.254:737217 325.25735:137909 326.26071:0,,721908.44,55887.66,118572.32,85718.18,382095.22,427027.72,92246.65,123300.64,325838.88,737216.6
21995,31.92_285.13,6573,285.1327,31.921,,,Match #582,,Unknown,[M+2H]2+,similar chromatogram in higher mz_14895; similar chromatogram in higher mz_8823,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,6.48,SA2,285.13272:521914 286.13607:0 287.13943:0,,340511.7,521914.5,262615.28,415078.25,321987.28,350343.84,238106.44,233032.34,199758.77,213863.94
21996,31.92_264.62,5400,264.6186,31.921,,,,,Unknown,[M+Na]2+,similar chromatogram in higher mz_12330; adduct linked to 17964_[M+H]+; similar chromatogram in higher mz_14895,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,29.57,SB1,264.61862:925331 265.62197:0 266.62533:113821,,487014.2,844638.5,524315.2,540667.2,581667.2,925330.75,495767.03,560026.94,479813.06,524374.9
21997,31.92_291.27,6942,291.2685,31.922,,,,,Unknown,[M+H]+,adduct linked to 7891_[M+NH4]+,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,23.68,SB3,291.26846:461728 292.27181:43166 293.27517:0,,347752.62,190043.11,296451.72,314012.62,130457.77,435172.28,359320.84,461728.06,387329.7,294201.88
21998,31.92_228.20,3780,228.1964,31.922,Match #611 | Match #614: Possible duplicate of 31.89_228.20 (0.0%) | Match #615,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,52.46,SA1,228.1964:18311488 229.19975:2298724 230.20311:81642,,18311488.0,3811118.5,4244114.0,4299404.0,7593994.5,8597763.0,3814840.8,8236177.0,7253793.5,12854164.0
21999,31.92_390.24,12330,390.2431,31.923,,,"Match #1032: 31.92_392.26 = [M+H+2] w/ R^2 = 0.239, dRT = 0.003, PHR = 22.298 +/- 3.971",22.29774315819426,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,48.72,SB5,390.2431:2612070 391.24645:1153967 392.24981:38892852,,2226077.0,1675827.2,1736815.6,1589920.5,1752251.6,1953334.6,1971961.2,2150313.8,2241654.8,2612070.5
22000,31.92_214.18,3152,214.1805,31.923,Match #502,,,,Unknown,[M+H]+,similar chromatogram in higher mz_15857; similar chromatogram in higher mz_16493,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,34.87,SA1,214.1805:2286432 215.18385:154127 216.18721:0,,2286431.8,649912.75,610970.1,591527.5,938886.56,1174583.9,596369.8,978450.94,987019.9,1425489.1
22001,31.92_441.34,14895,441.3376,31.923,,,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,17.65,SA5,441.33755:425240 442.3409:85899 443.34426:722884,,321622.72,382968.4,376563.34,403785.53,425240.5,413757.9,352976.1,340160.88,324106.28,363065.97
22002,31.92_421.38,13914,421.3784,31.924,,,,,Unknown,[M+Na]+,adduct linked to 12842_[M+H]+,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,32.75,SA1,421.37839:1727447 422.38174:531362 423.3851:0,,1727446.8,129269.69,488017.7,1007624.3,252407.2,831195.4,332545.2,409790.56,734576.0,1662460.6
22003,31.92_366.30,11119,366.2979,31.924,Match #1726: Possible duplicate of 31.84_366.30 (0.0%),,,,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,12.65,SB2,366.29794:457294 367.30129:0 368.30465:120353,,394824.88,276055.06,313587.97,332509.66,269210.28,399870.62,457294.34,419037.47,439499.1,455620.84
22004,31.92_590.60,20644,590.6005,31.924,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,30.36,SA4,590.60052:833823 591.60387:429304 592.60723:0,,761409.94,752818.9,721763.1,833822.8,719956.44,707800.0,729564.1,740808.0,757555.56,648071.75
22005,31.92_370.33,11348,370.3324,31.924,Match #1758: Possible duplicate of 31.86_370.33 (0.0%),,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,30.94,SA1,370.33243:1761208 371.33578:429266 372.33914:0,,1761207.6,532538.2,470849.06,488203.56,695435.6,724049.0,520884.62,928476.5,655662.1,1183203.8
22006,31.92_648.47,21906,648.4715,31.924,Match #3034: Possible duplicate of 31.85_648.47 (0.0%),,,,Unknown,[M+H]+,,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,13.02,SA3,648.4715:477815 649.47485:445399 650.47821:589309,,455718.03,256440.88,477815.28,267017.88,293806.0,150138.52,232943.17,189347.86,158288.0,221420.39
22007,31.93_468.58,16229,468.5779,31.925,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,13.06,SA1,468.57788:128293 469.58123:0 470.58459:0,,128293.33,75677.15,82699.34,113450.09,107803.12,0.0,38206.27,0.0,32411.58,0.0
22008,31.93_468.21,16207,468.2054,31.925,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.73,SA4,468.20538:120425 469.20873:0 470.21209:0,,119698.71,118575.62,95099.6,120424.52,74819.98,0.0,0.0,0.0,0.0,0.0
22009,31.93_241.22,4297,241.2166,31.925,,,,,Unknown,[M+H]+,,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,6.44,SA3,241.21664:301944 242.21999:0 243.22335:0,,295629.28,350264.9,301943.7,257535.8,239319.64,337846.75,294479.47,204437.44,232666.61,275274.4
22010,31.93_474.19,16493,474.1854,31.926,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,130.26,SA2,474.18536:4400076 475.18871:1011484 476.19207:0,,3176692.0,4400075.5,3364612.5,3516415.8,3632581.0,3608625.8,3469276.2,3441864.0,3067509.2,3214230.2
22011,31.93_526.43,18709,526.4337,31.926,Match #2727: Possible duplicate of 31.97_526.43 (0.0%) | Match #2728,,,,Unknown,[M+H]+,ion correlated with 16905; ion correlated with 18705,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,18.74,SA1,526.43372:2667285 527.43707:614840 528.44043:131979,,2667285.0,2559659.2,2430377.5,2307211.8,2134605.0,801467.56,837096.75,702926.5,713511.1,715064.5
22012,31.93_468.39,16222,468.3901,31.926,,,,,Unknown,[M+NH4]+,ion correlated with 18150; ion correlated with 14047; adduct linked to 16476_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,1614.95,SA1,468.39014:64849620 469.39349:17447764 470.39685:3103034,,64849620.0,54847816.0,56959860.0,59651064.0,51750356.0,24900226.0,28502892.0,29102624.0,27234516.0,27692754.0
22013,31.93_341.27,9805,341.2676,31.926,,,,,Unknown,[M+Na]+,ion correlated with 12097; adduct linked to 8566_[M+H]+; similar chromatogram in higher mz_20644,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,296.6,SA1,341.26755:21837768 342.2709:4379202 343.27426:529966,,21837768.0,21694158.0,17450582.0,19344454.0,19718116.0,15234810.0,10968468.0,12136705.0,11078109.0,12711770.0
22014,31.93_451.36,15392,451.3632,31.926,,,,,Unknown,[M+NH4]+,adduct linked to 14567_[M+H]+,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,133.61,SA2,451.36319:4526868 452.36654:1398824 453.3699:208098,,3998381.0,4526868.0,3553087.5,3516953.8,3714037.5,2111720.2,1594638.4,1763594.1,1570703.4,1781534.9
22015,31.93_336.31,9491,336.3111,31.926,,,,,Unknown,[M+NH4]+,adduct linked to 8566_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,788.12,SA1,336.31113:38437416 337.31448:8260392 338.31784:1390592,,38437416.0,26878634.0,29479866.0,33764676.0,28540890.0,18687296.0,22040914.0,21375852.0,19598450.0,22461502.0
22016,31.93_319.29,8566,319.2852,31.926,,,,,Unknown,[M+H]+,adduct linked to 9491_[M+NH4]+; adduct linked to 9805_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,176.83,SA1,319.28519:11473774 320.28854:1844123 321.2919:271817,,11473774.0,8919970.0,8804670.0,9399514.0,8908677.0,6315903.0,6310727.0,5891639.5,5536427.5,6748408.0
22017,31.93_473.35,16476,473.3469,31.926,Match #2425: Possible duplicate of 31.83_473.35 (0.0%),,,,Unknown,[M+Na]+,adduct linked to 16222_[M+NH4]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,262.71,SA2,473.34692:19430654 474.35027:5025828 475.35363:937442,,13598862.0,19430654.0,11788846.0,12295418.0,12974992.0,9495959.0,5691520.5,6609436.0,5924592.0,6165512.0
22018,31.93_262.18,5300,262.1783,31.926,,,,,Unknown,[M+Na]+,ion correlated with 4340; adduct linked to 4253_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,29.67,SA1,262.17828:3161316 263.18163:560525 264.18499:125409,,3161315.8,716370.2,879298.6,983119.8,1441133.5,1144239.2,817582.9,1495247.5,1444259.8,2242885.2
22019,31.93_928.51,24789,928.5093,31.927,,,,,Unknown,[M+H]+,adduct linked to 24897_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,21.74,SA2,928.50928:1079523 929.51263:685457 930.51599:447247,,717658.9,1079523.2,822248.1,781139.06,916014.44,122817.19,147961.84,215051.03,175181.62,171153.53
22020,31.93_950.48,24897,950.4838,31.927,,,,,Unknown,[M+Na]+,adduct linked to 24789_[M+H]+,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,7.98,SA2,950.48383:259895 951.48718:108019 952.49054:0,,251385.12,259895.02,231628.38,235229.3,185765.47,41148.88,19186.34,29471.08,0.0,24622.84
22021,31.93_511.30,18121,511.2974,31.929,Match #2654: Possible duplicate of 31.85_511.30 (0.0%),,,,Unknown,[M+Na]+,adduct linked to 17213_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,31.45,SA2,511.29739:1507860 512.30074:493968 513.3041:0,,1126734.1,1507860.2,1257494.9,1182460.8,1151468.6,1260079.2,678694.56,698585.1,661535.8,688765.1
22022,31.93_240.20,4253,240.1964,31.929,,Match #047: M-H] -> [M+Cl] (31.92_276.18) w/ R^2 = 0.059,,,Unknown,[M+H]+,adduct linked to 5300_[M+Na]+,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,9.24,SA1,240.19643:1539462 241.19978:91413 242.20314:314029,,1539462.2,184129.8,353529.78,409957.12,664948.5,522742.28,279157.53,579068.3,519956.1,715397.94
22023,31.93_461.37,15857,461.3724,31.930,,,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,14.2,SB5,461.37244:567727 462.37579:27020196 463.37915:7346428,,566309.2,0.0,39944.39,287838.97,0.0,192549.4,0.0,51822.81,164553.89,567727.4
22024,31.93_482.41,16905,482.4069,31.931,Match #2480: Possible duplicate of 31.87_482.41 (0.0%),,,,Unknown,[M+H]+,ion correlated with 18709; ion correlated with 14765; ion correlated with 18705,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,25.48,SA1,482.40686:3171690 483.41021:716181 484.41357:131780,,3171690.0,2559507.5,2239468.2,2445047.8,2361849.8,699903.3,836888.2,841317.06,855632.44,795290.9
22025,31.93_665.42,22190,665.4229,31.931,Match #3056,,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,10.73,SA2,665.42291:390313 666.42626:108087 667.42962:0,,301189.25,390312.72,270475.03,327086.25,240307.89,143011.42,232430.02,314705.38,250998.4,233065.42
22026,31.93_590.43,20643,590.4278,31.932,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,6.83,SA1,590.4278:792928 591.43115:285854 592.43451:0,,792927.6,737489.56,674902.2,654532.6,542853.56,555316.75,668650.5,695062.2,592387.8,650742.56
22027,31.93_429.32,14282,429.3184,31.932,,Match #111,,,Unknown,[M+Na]+,ion correlated with 12097; adduct linked to 13233_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,849.75,SA2,429.31839:29988520 430.32174:7592068 431.3251:1103553,,21967834.0,29988520.0,19461598.0,20209034.0,20893768.0,14504217.0,9821253.0,11383882.0,9863629.0,9658884.0
22028,31.93_424.36,14047,424.3632,31.932,,,,,Unknown,[M+NH4]+,ion correlated with 18150; ion correlated with 16222; adduct linked to 13233_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,1530.72,SA1,424.36325:61532372 425.3666:14649456 426.36996:2104152,,61532372.0,49959988.0,54733468.0,54022796.0,50531004.0,23040846.0,30289874.0,27955504.0,28622994.0,28656354.0
22029,31.93_424.53,14050,424.5297,31.932,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.16,SA1,424.52966:131001 425.53301:0 426.53637:0,,131000.65,62344.69,92134.77,113043.91,54626.07,0.0,0.0,0.0,0.0,30149.19
22030,31.93_285.28,6589,285.2789,31.932,,,,,Unknown,[M+H]+,,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.76,SA1,285.2789:346450 286.28225:153441 287.28561:0,,346450.16,306884.8,170847.66,302952.97,368436.4,473951.9,219652.39,292246.28,229609.19,323265.06
22031,31.93_385.29,12097,385.2921,31.932,,,,,Unknown,[M+Na]+,ion correlated with 9805; ion correlated with 14282; adduct linked to 10983_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,277.27,SA2,385.29211:28113684 386.29546:6553640 387.29882:742297,,20940468.0,28113684.0,17982744.0,19539674.0,20372904.0,14822853.0,9770883.0,11409205.0,9567052.0,10379932.0
22032,31.93_476.27,16610,476.2655,31.933,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,15.24,SA4,476.2655:595126 477.26885:0 478.27221:0,,474262.47,508505.1,555390.56,595125.8,501794.66,398441.1,586411.6,523160.06,494202.4,590346.0
22033,31.93_363.31,10983,363.3116,31.933,,,,,Unknown,[M+H]+,adduct linked to 11856_[M+NH4]+; adduct linked to 12097_[M+Na]+; similar chromatogram in higher mz_15090,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,205.23,SA1,363.31158:11016414 364.31493:2601408 365.31829:383870,,11016414.0,10868474.0,9665710.0,9692132.0,9623978.0,5213308.0,5214629.5,5742163.5,5057640.0,5609634.0
22034,31.93_150.13,1322,150.1278,31.933,Match #168,,,,w/o MS2:Methamphetamine; LC-ESI-ITFT; MS2; CE,[M+H]+,,0.4,False,,150.12773,C10H15N,Amphetamines and derivatives,MYWUZJCMWCOHBA-VIFPVBQESA-N,CN[C@@H](C)CC1=CC=CC=C1,530,True,True,False,,False,False,,,100.0,,,,,10.99,SA1,150.12785:969897 151.1312:73118 152.13456:0,,969896.6,944947.8,756333.44,694753.8,446553.53,1144336.2,716622.25,616895.4,636900.4,511806.47
22035,31.93_401.27,12932,401.2679,31.933,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,13.4,SA4,401.26794:434471 402.27129:0 403.27465:113552,,357111.97,410481.72,383772.8,434471.25,393667.25,273906.25,136870.61,229391.73,201186.02,224640.03
22036,31.93_407.34,13233,407.3366,31.933,,,,,Unknown,[M+H]+,adduct linked to 14047_[M+NH4]+; adduct linked to 14282_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,209.86,SA2,407.33661:6239365 408.33996:1338962 409.34332:84961,,5693664.5,6239365.0,4990405.5,4861574.5,5111063.0,2894030.2,2500021.5,2803998.0,2525147.0,2598977.2
22037,31.93_491.30,17297,491.3000,31.933,,,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,10.79,SA1,491.29999:960901 492.30334:134662 493.3067:115178,,960900.6,605942.75,868951.8,800398.75,858727.44,833830.44,637034.75,416954.06,476949.94,822448.7
22038,31.93_445.29,15090,445.2932,31.933,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,8.79,SA2,445.29318:613879 446.29653:94424 447.29989:0,,552183.75,613878.8,439089.38,410688.44,381192.6,235416.11,192975.66,236544.78,210596.48,188997.84
22039,31.93_480.55,16834,480.5503,31.934,,,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,7.71,SA2,480.55032:238655 481.55367:0 482.55703:0,,183969.19,238654.64,177300.42,185007.19,139750.8,78134.08,126379.14,122245.17,114309.54,99974.8
22040,31.93_380.34,11856,380.3377,31.935,,,,,Unknown,[M+NH4]+,adduct linked to 10983_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,1426.97,SA1,380.33768:53443672 381.34103:11032071 382.34439:1680612,,53443672.0,41905104.0,47461764.0,47244752.0,45091852.0,20681264.0,27756240.0,26461572.0,25656274.0,27733378.0
22041,31.94_852.93,24351,852.9343,31.937,,,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,370.06,SB1,852.93433:226882 853.93768:0 854.94104:0,,116868.16,105937.53,160975.1,147127.78,119764.87,226881.7,183972.17,180774.55,185780.55,163655.14
22042,31.94_850.94,24345,850.9394,31.938,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,19.47,SB1,850.93939:265096 851.94274:92700 852.9461:274144,,125389.15,227068.69,196142.67,165490.14,168191.55,265095.84,238841.72,218937.31,227134.02,189629.83
22043,31.94_130.62,884,130.6179,31.938,,,,,Unknown,[M+H]+,,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,7.56,SA3,130.61786:142007 131.62121:109212 132.62457:0,,90238.45,137484.67,142007.25,54522.24,138481.6,55762.77,49276.08,30209.32,25086.6,25387.84
22044,31.94_537.32,19082,537.3196,31.940,,,,,Unknown,[M+Na]+,adduct linked to 18926_[M+NH4]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,27.09,SB3,537.31958:1779152 538.32293:771149 539.32629:0,,444438.75,298622.66,207254.72,375503.97,311477.94,863317.6,301108.94,1779151.9,569934.56,332420.28
22045,31.94_402.32,12983,402.3207,31.940,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,8.12,SB5,402.32071:207185 403.32406:92148 404.32742:0,,157842.16,126280.8,129286.55,95323.2,133531.89,116744.07,171773.9,185278.08,124642.52,207184.94
22046,31.94_314.27,8290,314.2696,31.940,,,,,Unknown,[M+H]+,similar chromatogram in higher mz_18926; similar chromatogram in higher mz_18841,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,25.07,SA2,314.26956:1218944 315.27291:104560 316.27627:0,,945533.25,1218944.0,881223.2,861980.1,1008630.1,1191001.1,983820.0,950159.56,938483.5,966614.44
22047,31.94_434.36,14567,434.3637,31.941,,,,,Unknown,[M+H]+,adduct linked to 15392_[M+NH4]+,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,17.19,SA1,434.36368:763943 435.36703:160103 436.37039:0,,763942.6,0.0,105746.62,363197.4,30748.02,329957.38,0.0,0.0,86978.45,331417.56
22048,31.94_256.26,5006,256.2635,31.941,Match #820: Possible duplicate of 31.87_256.26 (0.0%),,Match #454,,Unknown,[M+H]+,,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,15.02,SB2,256.26346:2034317 257.26681:317193 258.27017:0,,1519675.5,1690268.5,1797596.8,1347605.4,1141727.9,1717235.6,2034316.8,1795588.0,1297256.0,1220887.4
22049,31.94_261.22,5252,261.2220,31.942,,,"Match #473: 31.96_263.24 = [M+H+2] w/ R^2 = 0.568, dRT = 0.018, PHR = 8.420 +/- 2.836",8.420481871729244,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,14.74,SA1,261.22202:247461 262.22537:0 263.22873:2296047,,247460.58,157723.03,188143.83,192726.84,191603.45,242782.92,219627.81,222862.17,188527.25,245136.72
22050,31.94_497.33,17575,497.3281,31.942,,,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,66.83,SB3,497.32806:4835196 498.33141:1667877 499.33477:410452,,1227091.0,681819.8,654749.7,1070818.4,836214.56,2095638.1,739632.75,4835195.5,1495136.9,950815.1
22051,31.94_254.25,4890,254.2487,31.943,,,"Match #454: 31.94_256.26 = [M+H+2] w/ R^2 = 0.034, dRT = 0.002, PHR = 1.962 +/- 0.445",1.961957579314221,Unknown,[M+H]+,adduct linked to 5772_[M+NH4]+,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,20.7,SA1,254.24869:1170602 255.25204:137072 256.2554:1467069,,1170602.0,689205.7,756201.4,707489.7,661500.3,1031811.2,713033.9,888509.7,777408.0,738105.9
22052,31.94_532.36,18926,532.3638,31.943,,,,,Unknown,[M+NH4]+,adduct linked to 19082_[M+Na]+; similar chromatogram in higher mz_19154,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,40.03,SB3,532.36377:3031189 533.36712:1317926 534.37048:222617,,880771.94,410227.34,511523.66,607666.6,573246.6,1213774.0,493648.94,3031189.0,996875.94,609012.25
22053,31.94_530.23,18841,530.2339,31.943,,,,,Unknown,[M+H]+,similar chromatogram in higher mz_22834,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,29.09,SA2,530.23389:1268050 531.23724:473259 532.2406:0,,872310.4,1268050.1,988355.2,831258.75,1075773.2,1145950.4,842292.4,930361.06,959184.1,887915.1
22054,31.94_635.28,21669,635.2809,31.944,,,,,Unknown,[M+H]+,adduct linked to 22068_[M+Na]+; similar chromatogram in higher mz_24345,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,36.81,SA2,635.28094:971540 636.28429:382519 637.28765:309257,,777296.5,971540.44,890509.56,803094.6,863018.6,752144.56,886903.44,851890.6,667711.8,692684.6
